,Id,Province_State,Country_Region,Date,ConfirmedCases,Fatalities,Location,NewConfirmedCases,Latitude,Longitude,Population,Weight
16918,24119,,Tanzania,2020-03-05,0.0,0.0,Tanzania,0.0,-6.5247123,35.7878438,59734218,0.0
1243,1756,,Austria,2020-03-05,41.0,0.0,Austria,12.0,47.2000338,13.199959,9006398,1.3323861548201622e-06
18493,26366,Illinois,US,2020-03-05,0.0,0.0,Illinois US,0.0,40.0796606,-89.4337288,12740000,0.0
9793,13954,,Guatemala,2020-03-05,0.0,0.0,Guatemala,0.0,15.6356088,-89.8988087,17915568,0.0
10618,15131,,Iran,2020-03-05,3513.0,107.0,Iran,591.0,32.6475314,54.5643516,83992949,7.036304916499598e-06
4093,5822,Anhui,China,2020-03-05,990.0,6.0,Anhui China,0.0,32.0,117.0,62000000,0.0
1768,2505,,Belgium,2020-03-05,50.0,0.0,Belgium,27.0,50.6402809,4.6667145,11589623,2.329670257608897e-06
9118,12991,St Martin,France,2020-03-05,0.0,0.0,St Martin France,0.0,18.085493,-63.05129209796061,32125,0.0
7543,10744,,Djibouti,2020-03-05,0.0,0.0,Djibouti,0.0,11.8145966,42.8453061,988000,0.0
8218,11707,,Eswatini,2020-03-05,0.0,0.0,Eswatini,0.0,-26.5624806,31.3991317,1160164,0.0
14518,20695,,Papua New Guinea,2020-03-05,0.0,0.0,Papua New Guinea,0.0,-5.6816069,144.2489081,8251000,0.0
3268,4645,Newfoundland and Labrador,Canada,2020-03-05,0.0,0.0,Newfoundland and Labrador Canada,0.0,53.8217327,-61.2295532,521542,0.0
21943,31288,Cayman Islands,United Kingdom,2020-03-05,0.0,0.0,Cayman Islands United Kingdom,0.0,51.5088472,-0.1449478,61559,0.0
4468,6357,Guangdong,China,2020-03-05,1351.0,7.0,Guangdong China,1.0,23.1357694,113.1982688,113460000,8.813678829543451e-09
19843,28292,New Mexico,US,2020-03-05,0.0,0.0,New Mexico US,0.0,34.5708167,-105.993007,2095000,0.0
22693,32358,,Vietnam,2020-03-05,16.0,0.0,Vietnam,0.0,13.2904027,108.4265113,97338579,0.0
6643,9460,,Congo (Brazzaville),2020-03-05,0.0,0.0,Congo (Brazzaville),0.0,-0.7264327,15.6419155,5518087,0.0
17893,25510,Connecticut,US,2020-03-05,0.0,0.0,Connecticut US,0.0,41.6500201,-72.7342163,3573000,0.0
7918,11279,,El Salvador,2020-03-05,0.0,0.0,El Salvador,0.0,13.8000382,-88.9140683,6378000,0.0
6793,9674,,Costa Rica,2020-03-05,0.0,0.0,Costa Rica,0.0,10.2735633,-84.0739102,5094118,0.0
14068,20053,,Nigeria,2020-03-05,1.0,0.0,Nigeria,0.0,9.6000359,7.9999721,206139589,0.0
16468,23477,,Sudan,2020-03-05,0.0,0.0,Sudan,0.0,14.5844444,29.4917691,43849260,0.0
2293,3254,,Brazil,2020-03-05,4.0,0.0,Brazil,0.0,-10.3333333,-53.2,212559417,0.0
22168,31609,Isle of Man,United Kingdom,2020-03-05,0.0,0.0,Isle of Man United Kingdom,0.0,54.2358167,-4.514598745698255,84287,0.0
16243,23156,,South Africa,2020-03-05,1.0,0.0,South Africa,1.0,-28.8166236,24.991639,59308690,1.6860935555986822e-08
21718,30967,Anguilla,United Kingdom,2020-03-05,0.0,0.0,Anguilla United Kingdom,0.0,51.53827235,-2.555893281952663,15094,0.0
3868,5501,,Central African Republic,2020-03-05,0.0,0.0,Central African Republic,0.0,7.0323598,19.9981227,37742154,0.0
13093,18662,,Mongolia,2020-03-05,0.0,0.0,Mongolia,0.0,46.8250388,103.8499736,3278290,0.0
21268,30325,West Virginia,US,2020-03-05,0.0,0.0,West Virginia US,0.0,38.4758406,-80.8408415,1806000,0.0
2443,3468,,Bulgaria,2020-03-05,0.0,0.0,Bulgaria,0.0,42.6073975,25.4856617,6948445,0.0
10918,15559,,Italy,2020-03-05,3858.0,148.0,Italy,769.0,42.6384261,12.674297,60461826,1.271876902956917e-05
22468,32037,,Uruguay,2020-03-05,0.0,0.0,Uruguay,0.0,-32.8755548,-56.0201525,3473730,0.0
5368,7641,Jiangxi,China,2020-03-05,935.0,1.0,Jiangxi China,0.0,28.0,116.0,45200000,0.0
3343,4752,Northwest Territories,Canada,2020-03-05,0.0,0.0,Northwest Territories Canada,0.0,65.0000004,-118.0,44826,0.0
18268,26045,Guam,US,2020-03-05,0.0,0.0,Guam US,0.0,13.450125700000001,144.75755102972062,164229,0.0
118,151,,Albania,2020-03-05,0.0,0.0,Albania,0.0,41.000028,19.9999619,2877797,0.0
5593,7962,Macau,China,2020-03-05,10.0,0.0,Macau China,0.0,22.1757605,113.5514142,622567,0.0
15718,22407,,Serbia,2020-03-05,0.0,0.0,Serbia,0.0,44.024322850000004,21.07657433209902,8737371,0.0
17518,24975,Alaska,US,2020-03-05,0.0,0.0,Alaska US,0.0,64.4459613,-149.680909,737438,0.0
418,579,,Antigua and Barbuda,2020-03-05,0.0,0.0,Antigua and Barbuda,0.0,17.2234721,-61.9554608,97929,0.0
3418,4859,Nova Scotia,Canada,2020-03-05,0.0,0.0,Nova Scotia Canada,0.0,45.1960403,-63.1653789,971395,0.0
12193,17378,,Luxembourg,2020-03-05,1.0,0.0,Luxembourg,0.0,49.8158683,6.1296751,625978,0.0
13018,18555,,Monaco,2020-03-05,1.0,0.0,Monaco,0.0,43.7323492,7.4276832,39242,0.0
11293,16094,,Kenya,2020-03-05,0.0,0.0,Kenya,0.0,1.4419683,38.4313975,53771296,0.0
3568,5073,Prince Edward Island,Canada,2020-03-05,0.0,0.0,Prince Edward Island Canada,0.0,46.503545349999996,-63.595517139914485,156947,0.0
19243,27436,Minnesota,US,2020-03-05,0.0,0.0,Minnesota US,0.0,45.9896587,-94.6113288,5611000,0.0
4018,5715,,Chile,2020-03-05,4.0,0.0,Chile,3.0,-31.7613365,-71.3187697,19116201,1.569349474825045e-07
11368,16201,,"Korea, South",2020-03-05,6088.0,35.0,"Korea, South",467.0,35.7724185,127.79654346305617,51269185,9.108785325922383e-06
19468,27757,Montana,US,2020-03-05,0.0,0.0,Montana US,0.0,47.3752671,-109.6387579,1062000,0.0
2743,3896,,Cabo Verde,2020-03-05,0.0,0.0,Cabo Verde,0.0,16.0000552,-24.0083947,546388,0.0
3793,5394,Yukon,Canada,2020-03-05,0.0,0.0,Yukon Canada,0.0,63.000147,-136.002502,40854,0.0
15868,22621,,Sierra Leone,2020-03-05,0.0,0.0,Sierra Leone,0.0,8.6400349,-11.8400269,7557000,0.0
12943,18448,,Moldova,2020-03-05,0.0,0.0,Moldova,0.0,47.2879608,28.5670941,4033963,0.0
20593,29362,South Carolina,US,2020-03-05,0.0,0.0,South Carolina US,0.0,33.6874388,-80.4363743,5084000,0.0
13243,18876,,Morocco,2020-03-05,2.0,0.0,Morocco,1.0,31.1728205,-7.3362482,36910560,2.709251769683256e-08
2668,3789,,Burundi,2020-03-05,0.0,0.0,Burundi,0.0,-3.3634357,29.8870575,10860000,0.0
12043,17164,,Liechtenstein,2020-03-05,1.0,0.0,Liechtenstein,0.0,47.1416307,9.5531527,38128,0.0
5443,7748,Jilin,China,2020-03-05,93.0,1.0,Jilin China,0.0,42.9995032,125.9816054,27460000,0.0
19543,27864,Nebraska,US,2020-03-05,0.0,0.0,Nebraska US,0.0,41.7370229,-99.5873816,1929000,0.0
3718,5287,Saskatchewan,Canada,2020-03-05,0.0,0.0,Saskatchewan Canada,0.0,55.5321257,-106.1412243,1174000,0.0
643,900,Australian Capital Territory,Australia,2020-03-05,0.0,0.0,Australian Capital Territory Australia,0.0,-35.4883502,149.0026942,418440,0.0
12793,18234,,Mauritius,2020-03-05,0.0,0.0,Mauritius,0.0,-20.2759451,57.5703566,1271768,0.0
18043,25724,District of Columbia,US,2020-03-05,0.0,0.0,District of Columbia US,0.0,38.893661249999994,-76.98788325388196,633427,0.0
568,793,,Armenia,2020-03-05,1.0,0.0,Armenia,0.0,40.7696272,44.6736646,2963243,0.0
11818,16843,,Lebanon,2020-03-05,16.0,0.0,Lebanon,3.0,33.8750629,35.843409,6825445,4.395317814442868e-07
5893,8390,Shandong,China,2020-03-05,758.0,6.0,Shandong China,0.0,36.0000001,118.9999999,90000000,0.0
5818,8283,Shaanxi,China,2020-03-05,245.0,1.0,Shaanxi China,0.0,36.0,109.0,37330000,0.0
5518,7855,Liaoning,China,2020-03-05,125.0,1.0,Liaoning China,0.0,40.9975197,122.9955469,43900000,0.0
17968,25617,Delaware,US,2020-03-05,0.0,0.0,Delaware US,0.0,38.6920451,-75.4013315,967171,0.0
6418,9139,Yunnan,China,2020-03-05,174.0,2.0,Yunnan China,0.0,25.0,102.0,45970000,0.0
13318,18983,,Mozambique,2020-03-05,0.0,0.0,Mozambique,0.0,-19.302233,34.9144977,29670000,0.0
16318,23263,,Spain,2020-03-05,259.0,3.0,Spain,37.0,39.3262345,-4.8380649,46754778,7.91362970432669e-07
43,44,,Afghanistan,2020-03-05,1.0,0.0,Afghanistan,0.0,33.7680065,66.2385139,38928346,0.0
20068,28613,North Dakota,US,2020-03-05,0.0,0.0,North Dakota US,0.0,47.6201461,-100.540737,760077,0.0
10993,15666,,Jamaica,2020-03-05,0.0,0.0,Jamaica,0.0,18.1152958,-77.1598454610168,2961167,0.0
4618,6571,Guizhou,China,2020-03-05,146.0,2.0,Guizhou China,0.0,27.0,107.0,34750000,0.0
6118,8711,Sichuan,China,2020-03-05,539.0,3.0,Sichuan China,1.0,30.5000001,102.4999999,81100000,1.2330456226880394e-08
10768,15345,,Ireland,2020-03-05,6.0,0.0,Ireland,0.0,52.865196,-7.9794599,4937786,0.0
17218,24547,,Trinidad and Tobago,2020-03-05,0.0,0.0,Trinidad and Tobago,0.0,10.8677845,-60.9821067,1399488,0.0
493,686,,Argentina,2020-03-05,1.0,0.0,Argentina,0.0,-34.9964963,-64.9672817,45195774,0.0
268,365,,Andorra,2020-03-05,1.0,0.0,Andorra,0.0,42.5407167,1.5732033,77265,0.0
11968,17057,,Libya,2020-03-05,0.0,0.0,Libya,0.0,26.8234472,18.1236723,6375000,0.0
12568,17913,,Mali,2020-03-05,0.0,0.0,Mali,0.0,16.3700359,-2.2900239,18540000,0.0
11068,15773,,Japan,2020-03-05,360.0,6.0,Japan,29.0,36.5748441,139.2394179,126476461,2.2929167823568372e-07
17593,25082,Arizona,US,2020-03-05,0.0,0.0,Arizona US,0.0,34.395342,-111.7632755,7172000,0.0
12118,17271,,Lithuania,2020-03-05,1.0,0.0,Lithuania,0.0,55.3500003,23.7499997,2722289,0.0
22018,31395,Channel Islands,United Kingdom,2020-03-05,0.0,0.0,Channel Islands United Kingdom,0.0,49.4462088,-2.9028271,173414,0.0
11593,16522,,Kyrgyzstan,2020-03-05,0.0,0.0,Kyrgyzstan,0.0,41.5089324,74.724091,6524195,0.0
17368,24761,,Turkey,2020-03-05,0.0,0.0,Turkey,0.0,38.9597594,34.9249653,84339067,0.0
16018,22835,,Slovakia,2020-03-05,0.0,0.0,Slovakia,0.0,48.7411522,19.4528646,5459642,0.0
16093,22942,,Slovenia,2020-03-05,2.0,0.0,Slovenia,2.0,45.8133113,14.4808369,2078938,9.62029651677924e-07
12868,18341,,Mexico,2020-03-05,5.0,0.0,Mexico,0.0,19.4326296,-99.1331785,128932753,0.0
11518,16415,,Kuwait,2020-03-05,58.0,0.0,Kuwait,2.0,29.2733964,47.4979476,4270571,4.683214492862898e-07
17293,24654,,Tunisia,2020-03-05,1.0,0.0,Tunisia,0.0,33.8439408,9.400138,11818619,0.0
193,258,,Algeria,2020-03-05,12.0,0.0,Algeria,0.0,28.0000272,2.9999825,43851044,0.0
2368,3361,,Brunei,2020-03-05,0.0,0.0,Brunei,0.0,4.4137155,114.5653908,437479,0.0
3643,5180,Quebec,Canada,2020-03-05,2.0,0.0,Quebec Canada,1.0,52.4760892,-71.8258668,8485000,1.1785503830288745e-07
19618,27971,Nevada,US,2020-03-05,0.0,0.0,Nevada US,0.0,39.5158825,-116.8537227,3034000,0.0
3118,4431,Manitoba,Canada,2020-03-05,0.0,0.0,Manitoba Canada,0.0,55.001251,-97.001038,1369000,0.0
9718,13847,,Grenada,2020-03-05,0.0,0.0,Grenada,0.0,12.1360374,-61.6904045,107825,0.0
20143,28720,Ohio,US,2020-03-05,0.0,0.0,Ohio US,0.0,40.2253569,-82.6881395,11690000,0.0
15568,22193,,Saudi Arabia,2020-03-05,5.0,0.0,Saudi Arabia,4.0,25.6242618,42.3528328,34813871,1.1489673182278409e-07
18793,26794,Kentucky,US,2020-03-05,0.0,0.0,Kentucky US,0.0,37.5726028,-85.1551411,4468000,0.0
13543,19304,Aruba,Netherlands,2020-03-05,0.0,0.0,Aruba Netherlands,0.0,12.4902998,-69.9609842,105264,0.0
17143,24440,,Togo,2020-03-05,0.0,0.0,Togo,0.0,8.7800265,1.0199765,8278724,0.0
10693,15238,,Iraq,2020-03-05,35.0,2.0,Iraq,0.0,33.0955793,44.1749775,40222493,0.0
12343,17592,,Madagascar,2020-03-05,0.0,0.0,Madagascar,0.0,-18.9249604,46.4416422,25570000,0.0
22318,31823,Turks and Caicos Islands,United Kingdom,2020-03-05,0.0,0.0,Turks and Caicos Islands United Kingdom,0.0,51.5199932,-0.1590354,35446,0.0
3943,5608,,Chad,2020-03-05,0.0,0.0,Chad,0.0,15.6134137,19.0156172,14900000,0.0
12493,17806,,Maldives,2020-03-05,0.0,0.0,Maldives,0.0,4.7064352,73.3287853,540544,0.0
11218,15987,,Kazakhstan,2020-03-05,0.0,0.0,Kazakhstan,0.0,47.2286086,65.2093197,18776707,0.0
2518,3575,,Burkina Faso,2020-03-05,0.0,0.0,Burkina Faso,0.0,12.0753083,-1.6880314,20903273,0.0
11743,16736,,Latvia,2020-03-05,1.0,0.0,Latvia,0.0,56.8406494,24.7537645,1886198,0.0
15943,22728,,Singapore,2020-03-05,117.0,0.0,Singapore,7.0,1.357107,103.8194992,5850342,1.1965112466929285e-06
15793,22514,,Seychelles,2020-03-05,0.0,0.0,Seychelles,0.0,-4.6574977,55.4540146,98347,0.0
5218,7427,Inner Mongolia,China,2020-03-05,75.0,1.0,Inner Mongolia China,0.0,43.2443242,114.3251664,24710000,0.0
7843,11172,,Egypt,2020-03-05,3.0,0.0,Egypt,1.0,26.2540493,29.2675469,102334404,9.771884731942153e-09
9418,13419,,Georgia,2020-03-05,4.0,0.0,Georgia,1.0,32.3293809,-83.1137366,3989167,2.5067890113399617e-07
16618,23691,,Sweden,2020-03-05,94.0,0.0,Sweden,59.0,59.6749712,14.5208584,10099265,5.842009294735805e-06
22093,31502,Gibraltar,United Kingdom,2020-03-05,1.0,0.0,Gibraltar United Kingdom,0.0,52.1411551,1.2009453,34571,0.0
18718,26687,Kansas,US,2020-03-05,0.0,0.0,Kansas US,0.0,38.27312,-98.5821872,2912000,0.0
2968,4217,Alberta,Canada,2020-03-05,0.0,0.0,Alberta Canada,0.0,55.001251,-115.002136,4371000,0.0
14668,20909,,Peru,2020-03-05,0.0,0.0,Peru,0.0,-6.8699697,-75.0458515,32971854,0.0
22768,32465,,West Bank and Gaza,2020-03-05,4.0,0.0,West Bank and Gaza,4.0,31.4331663,34.3779285,4685000,8.537886872998933e-07
21043,30004,Virgin Islands,US,2020-03-05,0.0,0.0,Virgin Islands US,0.0,17.789187,-64.7080574,107268,0.0
14368,20481,,Pakistan,2020-03-05,5.0,0.0,Pakistan,0.0,30.3308401,71.247499,220892340,0.0
10018,14275,,Guyana,2020-03-05,0.0,0.0,Guyana,0.0,4.8417097,-58.6416891,786552,0.0
16993,24226,,Thailand,2020-03-05,47.0,1.0,Thailand,4.0,14.8971921,100.83273,69799978,5.730660832013443e-08
7693,10958,,Dominican Republic,2020-03-05,1.0,0.0,Dominican Republic,0.0,19.0974031,-70.3028026,10847910,0.0
4543,6464,Guangxi,China,2020-03-05,252.0,2.0,Guangxi China,0.0,24.0,109.0,48380000,0.0
14443,20588,,Panama,2020-03-05,0.0,0.0,Panama,0.0,8.559559,-81.1308434,4314767,0.0
1843,2612,,Belize,2020-03-05,0.0,0.0,Belize,0.0,16.8259793,-88.7600927,374681,0.0
1993,2826,,Bhutan,2020-03-05,0.0,0.0,Bhutan,0.0,27.549511,90.5119273,771608,0.0
4768,6785,Hebei,China,2020-03-05,318.0,6.0,Hebei China,0.0,39.0000001,116.0,74700000,0.0
11893,16950,,Liberia,2020-03-05,0.0,0.0,Liberia,0.0,5.7499721,-9.3658524,5057681,0.0
1168,1649,Western Australia,Australia,2020-03-05,3.0,1.0,Western Australia Australia,1.0,-25.2303005,121.0187246,2589000,3.862495171881035e-07
5968,8497,Shanghai,China,2020-03-05,339.0,3.0,Shanghai China,1.0,31.2322758,121.4692071,24240000,4.125412541254125e-08
3493,4966,Ontario,Canada,2020-03-05,22.0,0.0,Ontario Canada,2.0,50.000678,-86.000977,14570000,1.3726835964310226e-07
5743,8176,Qinghai,China,2020-03-05,18.0,0.0,Qinghai China,0.0,35.40709525,95.95211573241954,5627000,0.0
12418,17699,,Malaysia,2020-03-05,50.0,0.0,Malaysia,0.0,4.5693754,102.2656823,32365999,0.0
6343,9032,Xinjiang,China,2020-03-05,76.0,3.0,Xinjiang China,0.0,41.7574769,87.16738423046897,21810000,0.0
2218,3147,,Botswana,2020-03-05,0.0,0.0,Botswana,0.0,-23.1681782,24.5928742,2292000,0.0
6193,8818,Tianjin,China,2020-03-05,136.0,3.0,Tianjin China,0.0,39.1235635,117.1980785,15000000,0.0
2593,3682,,Burma,2020-03-05,0.0,0.0,Burma,0.0,17.1750495,95.9999652,53370000,0.0
22543,32144,,Uzbekistan,2020-03-05,0.0,0.0,Uzbekistan,0.0,41.32373,63.9528098,33469203,0.0
6043,8604,Shanxi,China,2020-03-05,133.0,0.0,Shanxi China,0.0,37.0,112.0,36500000,0.0
18118,25831,Florida,US,2020-03-05,0.0,0.0,Florida US,0.0,27.7567667,-81.4639835,21300000,0.0
12643,18020,,Malta,2020-03-05,0.0,0.0,Malta,0.0,35.8885993,14.4476911,441543,0.0
18193,25938,Georgia,US,2020-03-05,0.0,0.0,Georgia US,0.0,32.3293809,-83.1137366,10520000,0.0
12718,18127,,Mauritania,2020-03-05,0.0,0.0,Mauritania,0.0,20.2540382,-9.2399263,4649658,0.0
22918,32679,,Zimbabwe,2020-03-05,0.0,0.0,Zimbabwe,0.0,-18.4554963,29.7468414,16530000,0.0
6268,8925,Tibet,China,2020-03-05,1.0,0.0,Tibet China,0.0,31.894343149999997,87.07813712706509,3180000,0.0
5668,8069,Ningxia,China,2020-03-05,75.0,0.0,Ningxia China,0.0,37.0000001,105.9999999,6301000,0.0
6493,9246,Zhejiang,China,2020-03-05,1215.0,1.0,Zhejiang China,2.0,29.0000001,119.9999999,57370000,3.486142583231654e-08
12268,17485,,MS Zaandam,2020-03-05,0.0,0.0,MS Zaandam,0.0,52.4387696,4.8185293,2047,0.0
19393,27650,Missouri,US,2020-03-05,0.0,0.0,Missouri US,0.0,38.7604815,-92.5617875,6126000,0.0
20443,29148,Puerto Rico,US,2020-03-05,0.0,0.0,Puerto Rico US,0.0,18.2214149,-66.41328179513847,3195000,0.0
10843,15452,,Israel,2020-03-05,20.0,0.0,Israel,5.0,31.5313113,34.8667654,8655535,5.776650432353402e-07
6568,9353,,Colombia,2020-03-05,0.0,0.0,Colombia,0.0,2.8894434,-73.783892,50882891,0.0
21343,30432,Wisconsin,US,2020-03-05,0.0,0.0,Wisconsin US,0.0,44.4308975,-89.6884637,5814000,0.0
11443,16308,,Kosovo,2020-03-05,0.0,0.0,Kosovo,0.0,42.5869578,20.9021231,1810463,0.0
21568,30753,,Ukraine,2020-03-05,1.0,0.0,Ukraine,0.0,49.4871968,31.2718321,43733762,0.0
343,472,,Angola,2020-03-05,0.0,0.0,Angola,0.0,-11.8775768,17.5691241,32866272,0.0
19318,27543,Mississippi,US,2020-03-05,0.0,0.0,Mississippi US,0.0,32.9715645,-89.7348497,2987000,0.0
20518,29255,Rhode Island,US,2020-03-05,0.0,0.0,Rhode Island US,0.0,41.7962409,-71.5992372,1057000,0.0
13168,18769,,Montenegro,2020-03-05,0.0,0.0,Montenegro,0.0,42.9868853,19.5180992,628066,0.0
16393,23370,,Sri Lanka,2020-03-05,1.0,0.0,Sri Lanka,0.0,7.5554942,80.7137847,21413249,0.0
17443,24868,Alabama,US,2020-03-05,0.0,0.0,Alabama US,0.0,33.2588817,-86.8295337,4888000,0.0
11668,16629,,Laos,2020-03-05,0.0,0.0,Laos,0.0,20.0171109,103.378253,6858000,0.0
20668,29469,South Dakota,US,2020-03-05,0.0,0.0,South Dakota US,0.0,44.6471761,-100.348761,882235,0.0
11143,15880,,Jordan,2020-03-05,1.0,0.0,Jordan,0.0,31.1667049,36.941628,10203134,0.0
16168,23049,,Somalia,2020-03-05,0.0,0.0,Somalia,0.0,8.3676771,49.083416,15893222,0.0
2142,3039,,Bosnia and Herzegovina,2020-03-04,0.0,0.0,Bosnia and Herzegovina,0.0,44.3053476,17.5961467,3280819,0.0
13242,18875,,Morocco,2020-03-04,1.0,0.0,Morocco,0.0,31.1728205,-7.3362482,36910560,0.0
12417,17698,,Malaysia,2020-03-04,50.0,0.0,Malaysia,14.0,4.5693754,102.2656823,32365999,4.325526921013623e-07
1692,2397,,Belarus,2020-03-04,6.0,0.0,Belarus,5.0,53.4250605,27.6971358,9449323,5.291384366901205e-07
6792,9673,,Costa Rica,2020-03-04,0.0,0.0,Costa Rica,0.0,10.2735633,-84.0739102,5094118,0.0
4017,5714,,Chile,2020-03-04,1.0,0.0,Chile,0.0,-31.7613365,-71.3187697,19116201,0.0
8367,11920,,Fiji,2020-03-04,0.0,0.0,Fiji,0.0,-18.1239696,179.0122737,905502,0.0
19242,27435,Minnesota,US,2020-03-04,0.0,0.0,Minnesota US,0.0,45.9896587,-94.6113288,5611000,0.0
8142,11599,,Estonia,2020-03-04,2.0,0.0,Estonia,0.0,58.7523778,25.3319078,1326535,0.0
18042,25723,District of Columbia,US,2020-03-04,0.0,0.0,District of Columbia US,0.0,38.893661249999994,-76.98788325388196,633427,0.0
17517,24974,Alaska,US,2020-03-04,0.0,0.0,Alaska US,0.0,64.4459613,-149.680909,737438,0.0
10917,15558,,Italy,2020-03-04,3089.0,107.0,Italy,587.0,42.6384261,12.674297,60461826,9.708605228032643e-06
13467,19196,,Nepal,2020-03-04,1.0,0.0,Nepal,0.0,28.1083929,84.0917139,29136808,0.0
10392,14809,,Iceland,2020-03-04,26.0,0.0,Iceland,15.0,64.9841821,-18.1059013,341243,4.39569456369801e-05
17817,25402,Colorado,US,2020-03-04,0.0,0.0,Colorado US,0.0,38.7251776,-105.6077167,5696000,0.0
6567,9352,,Colombia,2020-03-04,0.0,0.0,Colombia,0.0,2.8894434,-73.783892,50882891,0.0
22467,32036,,Uruguay,2020-03-04,0.0,0.0,Uruguay,0.0,-32.8755548,-56.0201525,3473730,0.0
5592,7961,Macau,China,2020-03-04,10.0,0.0,Macau China,0.0,22.1757605,113.5514142,622567,0.0
4767,6784,Hebei,China,2020-03-04,318.0,6.0,Hebei China,0.0,39.0000001,116.0,74700000,0.0
10467,14916,,India,2020-03-04,28.0,0.0,India,23.0,22.3511148,78.6677428,1380004385,1.6666613707897746e-08
10842,15451,,Israel,2020-03-04,15.0,0.0,Israel,3.0,31.5313113,34.8667654,8655535,3.465990259412041e-07
6492,9245,Zhejiang,China,2020-03-04,1213.0,1.0,Zhejiang China,0.0,29.0000001,119.9999999,57370000,0.0
15567,22192,,Saudi Arabia,2020-03-04,1.0,0.0,Saudi Arabia,0.0,25.6242618,42.3528328,34813871,0.0
12267,17484,,MS Zaandam,2020-03-04,0.0,0.0,MS Zaandam,0.0,52.4387696,4.8185293,2047,0.0
21942,31287,Cayman Islands,United Kingdom,2020-03-04,0.0,0.0,Cayman Islands United Kingdom,0.0,51.5088472,-0.1449478,61559,0.0
117,150,,Albania,2020-03-04,0.0,0.0,Albania,0.0,41.000028,19.9999619,2877797,0.0
4842,6891,Heilongjiang,China,2020-03-04,480.0,13.0,Heilongjiang China,0.0,48.0000047,127.999992,38310000,0.0
13542,19303,Aruba,Netherlands,2020-03-04,0.0,0.0,Aruba Netherlands,0.0,12.4902998,-69.9609842,105264,0.0
5217,7426,Inner Mongolia,China,2020-03-04,75.0,1.0,Inner Mongolia China,0.0,43.2443242,114.3251664,24710000,0.0
20367,29040,Pennsylvania,US,2020-03-04,0.0,0.0,Pennsylvania US,0.0,40.9699889,-77.7278831,12810000,0.0
17142,24439,,Togo,2020-03-04,0.0,0.0,Togo,0.0,8.7800265,1.0199765,8278724,0.0
3492,4965,Ontario,Canada,2020-03-04,20.0,0.0,Ontario Canada,0.0,50.000678,-86.000977,14570000,0.0
10992,15665,,Jamaica,2020-03-04,0.0,0.0,Jamaica,0.0,18.1152958,-77.1598454610168,2961167,0.0
14742,21015,,Philippines,2020-03-04,3.0,1.0,Philippines,0.0,12.7503486,122.7312101,109581078,0.0
18267,26044,Guam,US,2020-03-04,0.0,0.0,Guam US,0.0,13.450125700000001,144.75755102972062,164229,0.0
20742,29575,Tennessee,US,2020-03-04,0.0,0.0,Tennessee US,0.0,35.7730076,-86.2820081,6770000,0.0
792,1113,Northern Territory,Australia,2020-03-04,1.0,0.0,Northern Territory Australia,1.0,-19.8516101,133.2303375,244300,4.093327875562833e-06
22767,32464,,West Bank and Gaza,2020-03-04,0.0,0.0,West Bank and Gaza,0.0,31.4331663,34.3779285,4685000,0.0
8067,11492,,Eritrea,2020-03-04,0.0,0.0,Eritrea,0.0,15.9500319,37.9999668,4475000,0.0
10317,14702,,Hungary,2020-03-04,2.0,0.0,Hungary,2.0,47.1817585,19.5060937,9660351,2.070318148895418e-07
15492,22085,,San Marino,2020-03-04,16.0,1.0,San Marino,6.0,43.9458623,12.458306,33931,0.0001768294479974065
16542,23583,,Suriname,2020-03-04,0.0,0.0,Suriname,0.0,4.1413025,-56.0771187,586632,0.0
11067,15772,,Japan,2020-03-04,331.0,6.0,Japan,38.0,36.5748441,139.2394179,126476461,3.00451164584689e-07
567,792,,Armenia,2020-03-04,1.0,0.0,Armenia,0.0,40.7696272,44.6736646,2963243,0.0
21342,30431,Wisconsin,US,2020-03-04,0.0,0.0,Wisconsin US,0.0,44.4308975,-89.6884637,5814000,0.0
14892,21229,,Portugal,2020-03-04,5.0,0.0,Portugal,3.0,40.0332629,-7.8896263,10196709,2.9421257388045496e-07
3942,5607,,Chad,2020-03-04,0.0,0.0,Chad,0.0,15.6134137,19.0156172,14900000,0.0
4167,5928,Beijing,China,2020-03-04,418.0,8.0,Beijing China,4.0,39.906217,116.3912757,21540000,1.8570102135561747e-07
15792,22513,,Seychelles,2020-03-04,0.0,0.0,Seychelles,0.0,-4.6574977,55.4540146,98347,0.0
6867,9780,,Cote d'Ivoire,2020-03-04,0.0,0.0,Cote d'Ivoire,0.0,7.9897371,-5.5679458,26378274,0.0
1542,2183,,Bangladesh,2020-03-04,0.0,0.0,Bangladesh,0.0,24.4768783,90.2932426,164689383,0.0
13167,18768,,Montenegro,2020-03-04,0.0,0.0,Montenegro,0.0,42.9868853,19.5180992,628066,0.0
5667,8068,Ningxia,China,2020-03-04,75.0,0.0,Ningxia China,1.0,37.0000001,105.9999999,6301000,1.5870496746548167e-07
10242,14595,,Honduras,2020-03-04,0.0,0.0,Honduras,0.0,15.2572432,-86.0755145,9904607,0.0
12192,17377,,Luxembourg,2020-03-04,1.0,0.0,Luxembourg,0.0,49.8158683,6.1296751,625978,0.0
18342,26151,Hawaii,US,2020-03-04,0.0,0.0,Hawaii US,0.0,21.2160437,-157.975203,1420000,0.0
10767,15344,,Ireland,2020-03-04,6.0,0.0,Ireland,4.0,52.865196,-7.9794599,4937786,8.100796591832857e-07
